Tax Year,Credit Type,Place of Residence,County,Notes,Number of Claims,Credit Amount Claimed ($000),Average Credit,Place of Residence Sort Order
2016,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,150,74,493,53
2016,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,32,19,588,54
2016,NYS Noncustodial Parent EITC,Tioga,Tioga,,17,7,393,55
2016,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,43,22,507,56
2016,NYS Noncustodial Parent EITC,Ulster,Ulster,,60,37,616,57
2016,NYS Noncustodial Parent EITC,Warren,Warren,,39,20,512,58
2016,NYS Noncustodial Parent EITC,Washington,Washington,,36,22,611,59
2016,NYS Noncustodial Parent EITC,Wayne,Wayne,,50,23,467,60
2016,NYS Noncustodial Parent EITC,Westchester,Westchester,,85,45,529,61
2016,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,24,11,466,62
2016,NYS Noncustodial Parent EITC,Yates,Yates,d/,,,802,63
2016,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,,0,0,0,64
2016,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,5185,2630,507,65
2015,NYC EITC,New York City - Bronx,Bronx,,199493,24623,123,1
2015,NYC EITC,New York City - Kings,Kings,,302413,36006,119,2
2015,NYC EITC,New York City - Manhattan,Manhattan,,122000,11882,97,3
2015,NYC EITC,New York City - Queens,Queens,,255169,26812,105,4
2015,NYC EITC,New York City - Richmond,Richmond,,30518,3332,109,5
2015,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,6266,752,120,7
2015,NYC EITC,All Other *,Not Applicable,,9275,650,70,9
2015,NYC EITC,Grand Total,Grand Total,,925134,104056,112,65
2015,NYS EITC,New York City - Bronx,Bronx,,194873,143335,736,1
2015,NYS EITC,New York City - Kings,Kings,,292189,209283,716,2
2015,NYS EITC,New York City - Manhattan,Manhattan,,117969,69446,589,3
2015,NYS EITC,New York City - Queens,Queens,,245545,155467,633,4
2015,NYS EITC,New York City - Richmond,Richmond,,29589,19418,656,5
2015,NYS EITC,Albany,Albany,,19574,12415,634,7
2015,NYS EITC,Allegany,Allegany,,3503,2367,676,8
2015,NYS EITC,Broome,Broome,,14562,9687,665,9
2015,NYS EITC,Cattaraugus,Cattaraugus,,6369,4392,690,10
2015,NYS EITC,Cayuga,Cayuga,,5773,3738,647,11
2015,NYS EITC,Chautauqua,Chautauqua,,10760,7448,692,12
2015,NYS EITC,Chemung,Chemung,,7114,4878,686,13
2015,NYS EITC,Chenango,Chenango,,4049,2696,666,14
2015,NYS EITC,Clinton,Clinton,,5527,3375,611,15
2015,NYS EITC,Columbia,Columbia,,4043,2458,608,16
2015,NYS EITC,Cortland,Cortland,,3545,2311,652,17
2015,NYS EITC,Delaware,Delaware,,3339,2182,654,18
2015,NYS EITC,Dutchess,Dutchess,,14708,8823,600,19
2015,NYS EITC,Erie,Erie,,63704,43432,682,20
2015,NYS EITC,Essex,Essex,,2565,1583,617,21
2015,NYS EITC,Franklin,Franklin,,3871,2695,696,22
2015,NYS EITC,Fulton,Fulton,,4755,3193,671,23
2015,NYS EITC,Genesee,Genesee,,3933,2501,636,24
2015,NYS EITC,Greene,Greene,,3124,1923,616,25
2015,NYS EITC,Hamilton,Hamilton,,329,188,571,26
2015,NYS EITC,Herkimer,Herkimer,,4758,3179,668,27
2015,NYS EITC,Jefferson,Jefferson,,8316,5790,696,28
2015,NYS EITC,Lewis,Lewis,,1992,1338,672,29
2015,NYS EITC,Livingston,Livingston,,3740,2353,629,30
2015,NYS EITC,Madison,Madison,,4639,3090,666,31
2015,NYS EITC,Monroe,Monroe,,54130,36549,675,32
2015,NYS EITC,Montgomery,Montgomery,,4614,3225,699,33
2015,NYS EITC,Nassau,Nassau,,65019,40714,626,34
2015,NYS EITC,Niagara,Niagara,,15609,10122,648,35
2015,NYS EITC,Oneida,Oneida,,18670,13432,719,36
2015,NYS EITC,Onondaga,Onondaga,,34100,23242,682,37
2015,NYS EITC,Ontario,Ontario,,6706,4329,646,38
2015,NYS EITC,Orange,Orange,,24836,18629,750,39
2015,NYS EITC,Orleans,Orleans,,3146,2102,668,40
2015,NYS EITC,Oswego,Oswego,,9530,6470,679,41
2015,NYS EITC,Otsego,Otsego,,4007,2526,630,42
2015,NYS EITC,Putnam,Putnam,,3333,1758,528,43
2015,NYS EITC,Rensselaer,Rensselaer,,10185,6712,659,44
2015,NYS EITC,Rockland,Rockland,,19453,16818,865,45
2015,NYS EITC,St. Lawrence,St. Lawrence,,7808,5431,696,46
2015,NYS EITC,Saratoga,Saratoga,,10612,6206,585,47
2015,NYS EITC,Schenectady,Schenectady,,11796,7999,678,48
2015,NYS EITC,Schoharie,Schoharie,,2102,1313,625,49
2015,NYS EITC,Schuyler,Schuyler,,1376,891,647,50
2015,NYS EITC,Seneca,Seneca,,2492,1591,639,51
2015,NYS EITC,Steuben,Steuben,,7394,4940,668,52
2015,NYS EITC,Suffolk,Suffolk,,80839,51374,636,53
2015,NYS EITC,Sullivan,Sullivan,,6121,4328,707,54
2015,NYS EITC,Tioga,Tioga,,3683,2518,684,55
2015,NYS EITC,Tompkins,Tompkins,,4902,2843,580,56
2015,NYS EITC,Ulster,Ulster,,11533,6813,591,57
2015,NYS EITC,Warren,Warren,,4931,2962,601,58
2015,NYS EITC,Washington,Washington,,4680,3024,646,59
2015,NYS EITC,Wayne,Wayne,,6584,4456,677,60
2015,NYS EITC,Westchester,Westchester,,49232,31862,647,61
2015,NYS EITC,Wyoming,Wyoming,,2442,1549,634,62
2015,NYS EITC,Yates,Yates,,1721,1104,642,63
2015,NYS EITC,All Other *,Not Applicable,,36776,9945,270,64
2015,NYS EITC,Grand Total,Grand Total,,1619119,1072765,663,65
2015,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,471,238,505,1
2015,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,574,295,515,2
2015,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,255,134,527,3
2015,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,468,250,534,4
2015,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,62,28,448,5
2015,NYS Noncustodial Parent EITC,Albany,Albany,,190,92,485,7
2015,NYS Noncustodial Parent EITC,Allegany,Allegany,,48,26,546,8
2015,NYS Noncustodial Parent EITC,Broome,Broome,,140,69,495,9
2015,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,78,42,542,10
2015,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,75,37,487,11
2015,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,142,71,500,12
2015,NYS Noncustodial Parent EITC,Chemung,Chemung,,90,49,548,13
2015,NYS Noncustodial Parent EITC,Chenango,Chenango,,50,29,582,14
2015,NYS Noncustodial Parent EITC,Clinton,Clinton,,93,40,427,15
2015,NYS Noncustodial Parent EITC,Columbia,Columbia,,34,15,427,16
2015,NYS Noncustodial Parent EITC,Cortland,Cortland,,40,19,478,17
2015,NYS Noncustodial Parent EITC,Delaware,Delaware,,28,14,511,18
2015,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,93,51,553,19
2015,NYS Noncustodial Parent EITC,Erie,Erie,,463,235,508,20
2015,NYS Noncustodial Parent EITC,Essex,Essex,,37,17,465,21
2015,NYS Noncustodial Parent EITC,Franklin,Franklin,,26,12,476,22
2015,NYS Noncustodial Parent EITC,Fulton,Fulton,,44,20,445,23
2015,NYS Noncustodial Parent EITC,Genesee,Genesee,,41,21,517,24
2015,NYS Noncustodial Parent EITC,Greene,Greene,,30,16,526,25
2015,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,312,26
2015,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,55,26,475,27
2015,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,73,36,487,28
2015,NYS Noncustodial Parent EITC,Lewis,Lewis,,24,12,507,29
2015,NYS Noncustodial Parent EITC,Livingston,Livingston,,54,27,504,30
2015,NYS Noncustodial Parent EITC,Madison,Madison,,43,18,414,31
2015,NYS Noncustodial Parent EITC,Monroe,Monroe,,404,185,459,32
2015,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,43,21,487,33
2015,NYS Noncustodial Parent EITC,Nassau,Nassau,,140,71,508,34
2015,NYS Noncustodial Parent EITC,Niagara,Niagara,,146,70,481,35
2015,NYS Noncustodial Parent EITC,Oneida,Oneida,,174,81,464,36
2015,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,281,137,488,37
2015,NYS Noncustodial Parent EITC,Ontario,Ontario,,82,36,442,38
2015,NYS Noncustodial Parent EITC,Orange,Orange,,77,37,480,39
2015,NYS Noncustodial Parent EITC,Orleans,Orleans,,25,12,497,40
2015,NYS Noncustodial Parent EITC,Oswego,Oswego,,98,49,504,41
2015,NYS Noncustodial Parent EITC,Otsego,Otsego,,39,19,500,42
2015,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,614,43
2015,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,99,57,580,44
2015,NYS Noncustodial Parent EITC,Rockland,Rockland,,34,18,524,45
2015,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,117,63,541,46
2015,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,114,59,519,47
2015,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,91,49,538,48
2015,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,18,8,466,49
2015,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,24,15,638,50
2015,NYS Noncustodial Parent EITC,Seneca,Seneca,,25,12,493,51
2015,NYS Noncustodial Parent EITC,Steuben,Steuben,,81,41,508,52
2015,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,232,116,500,53
2015,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,38,16,411,54
2015,NYS Noncustodial Parent EITC,Tioga,Tioga,,33,18,539,55
2015,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,51,31,608,56
2015,NYS Noncustodial Parent EITC,Ulster,Ulster,,95,50,531,57
2015,NYS Noncustodial Parent EITC,Warren,Warren,,67,32,480,58
2015,NYS Noncustodial Parent EITC,Washington,Washington,,44,24,550,59
2015,NYS Noncustodial Parent EITC,Wayne,Wayne,,73,32,443,60
2015,NYS Noncustodial Parent EITC,Westchester,Westchester,,101,50,492,61
2015,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,35,15,438,62
2015,NYS Noncustodial Parent EITC,Yates,Yates,,22,10,473,63
2015,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,,0,0,0,64
2015,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,6737,3387,503,65
2014,NYC EITC,New York City - Bronx,Bronx,,202768,24957,123,1
2014,NYC EITC,New York City - Kings,Kings,,307574,36326,118,2
2014,NYC EITC,New York City - Manhattan,Manhattan,,125667,12079,96,3
2014,NYC EITC,New York City - Queens,Queens,,256292,26886,105,4
2014,NYC EITC,New York City - Richmond,Richmond,,30398,3289,108,5
2014,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,7294,875,120,7
2014,NYC EITC,All Other *,Not Applicable,,10358,747,72,9
2014,NYC EITC,Grand Total,Grand Total,,940351,105159,112,65
2014,NYS EITC,New York City - Bronx,Bronx,,198261,144905,731,1
2014,NYS EITC,New York City - Kings,Kings,,298182,210897,707,2
2014,NYS EITC,New York City - Manhattan,Manhattan,,121866,70394,578,3
2014,NYS EITC,New York City - Queens,Queens,,247658,155773,629,4
2014,NYS EITC,New York City - Richmond,Richmond,,29385,19094,650,5
2014,NYS EITC,Albany,Albany,,19687,12349,627,7
2014,NYS EITC,Allegany,Allegany,,3507,2385,680,8
2014,NYS EITC,Broome,Broome,,15416,10064,653,9
2014,NYS EITC,Cattaraugus,Cattaraugus,,6434,4334,674,10
2014,NYS EITC,Cayuga,Cayuga,,5763,3714,644,11
2014,NYS EITC,Chautauqua,Chautauqua,,10842,7443,686,12
2014,NYS EITC,Chemung,Chemung,,7046,4712,669,13
2014,NYS EITC,Chenango,Chenango,,4106,2655,647,14
2014,NYS EITC,Clinton,Clinton,,5575,3384,607,15
2014,NYS EITC,Columbia,Columbia,,4061,2473,609,16
2014,NYS EITC,Cortland,Cortland,,3578,2273,635,17
2014,NYS EITC,Delaware,Delaware,,3455,2245,650,18
2014,NYS EITC,Dutchess,Dutchess,,14828,8861,598,19
2014,NYS EITC,Erie,Erie,,64590,43049,667,20
2014,NYS EITC,Essex,Essex,,2585,1563,605,21
2014,NYS EITC,Franklin,Franklin,,3879,2683,692,22
2014,NYS EITC,Fulton,Fulton,,4734,3154,666,23
2014,NYS EITC,Genesee,Genesee,,3981,2475,622,24
2014,NYS EITC,Greene,Greene,,3202,1911,597,25
2014,NYS EITC,Hamilton,Hamilton,,321,193,600,26
2014,NYS EITC,Herkimer,Herkimer,,4837,3134,648,27
2014,NYS EITC,Jefferson,Jefferson,,8293,5660,682,28
2014,NYS EITC,Lewis,Lewis,,1943,1303,670,29
2014,NYS EITC,Livingston,Livingston,,3837,2334,608,30
2014,NYS EITC,Madison,Madison,,4645,3081,663,31
2014,NYS EITC,Monroe,Monroe,,54622,36478,668,32
2014,NYS EITC,Montgomery,Montgomery,,4547,3092,680,33
2014,NYS EITC,Nassau,Nassau,,65984,40873,619,34
2014,NYS EITC,Niagara,Niagara,,15644,9948,636,35
2014,NYS EITC,Oneida,Oneida,,18774,13189,702,36
2014,NYS EITC,Onondaga,Onondaga,,34423,23056,670,37
2014,NYS EITC,Ontario,Ontario,,6846,4316,630,38
2014,NYS EITC,Orange,Orange,,24253,18008,742,39
2014,NYS EITC,Orleans,Orleans,,3178,2116,666,40
2014,NYS EITC,Oswego,Oswego,,9600,6314,658,41
2014,NYS EITC,Otsego,Otsego,,4053,2536,626,42
2014,NYS EITC,Putnam,Putnam,,3293,1716,521,43
2014,NYS EITC,Rensselaer,Rensselaer,,10302,6594,640,44
2014,NYS EITC,Rockland,Rockland,,19475,16476,846,45
2014,NYS EITC,St. Lawrence,St. Lawrence,,7944,5346,673,46
2014,NYS EITC,Saratoga,Saratoga,,10696,6195,579,47
2014,NYS EITC,Schenectady,Schenectady,,12095,8110,671,48
2014,NYS EITC,Schoharie,Schoharie,,2108,1327,629,49
2014,NYS EITC,Schuyler,Schuyler,,1387,850,613,50
2014,NYS EITC,Seneca,Seneca,,2541,1613,635,51
2014,NYS EITC,Steuben,Steuben,,7488,4884,652,52
2014,NYS EITC,Suffolk,Suffolk,,82300,51653,628,53
2014,NYS EITC,Sullivan,Sullivan,,6081,4179,687,54
2014,NYS EITC,Tioga,Tioga,,3684,2407,653,55
2014,NYS EITC,Tompkins,Tompkins,,4950,2834,573,56
2014,NYS EITC,Ulster,Ulster,,11574,6823,590,57
2014,NYS EITC,Warren,Warren,,4955,2937,593,58
2014,NYS EITC,Washington,Washington,,4748,3049,642,59
2014,NYS EITC,Wayne,Wayne,,6760,4416,653,60
2014,NYS EITC,Westchester,Westchester,,49598,31824,642,61
2014,NYS EITC,Wyoming,Wyoming,,2473,1553,628,62
2014,NYS EITC,Yates,Yates,,1764,1133,643,63
2014,NYS EITC,All Other *,Not Applicable,,36983,10353,280,64
2014,NYS EITC,Grand Total,Grand Total,,1641620,1074690,655,65
2014,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,566,273,482,1
2014,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,645,316,490,2
2014,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,323,156,482,3
2014,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,519,275,530,4
2014,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,83,41,498,5
2014,NYS Noncustodial Parent EITC,Albany,Albany,,204,103,505,7
2014,NYS Noncustodial Parent EITC,Allegany,Allegany,,38,18,468,8
2014,NYS Noncustodial Parent EITC,Broome,Broome,,201,102,507,9
2014,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,88,44,498,10
2014,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,79,41,521,11
2014,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,167,92,552,12
2014,NYS Noncustodial Parent EITC,Chemung,Chemung,,88,45,515,13
2014,NYS Noncustodial Parent EITC,Chenango,Chenango,,67,30,454,14
2014,NYS Noncustodial Parent EITC,Clinton,Clinton,,83,33,396,15
2014,NYS Noncustodial Parent EITC,Columbia,Columbia,,61,32,531,16
2014,NYS Noncustodial Parent EITC,Cortland,Cortland,,57,30,522,17
2014,NYS Noncustodial Parent EITC,Delaware,Delaware,,40,20,496,18
2014,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,115,57,500,19
2014,NYS Noncustodial Parent EITC,Erie,Erie,,540,267,495,20
2014,NYS Noncustodial Parent EITC,Essex,Essex,,30,17,575,21
2014,NYS Noncustodial Parent EITC,Franklin,Franklin,,33,18,537,22
2014,NYS Noncustodial Parent EITC,Fulton,Fulton,,57,26,463,23
2014,NYS Noncustodial Parent EITC,Genesee,Genesee,,47,23,487,24
2014,NYS Noncustodial Parent EITC,Greene,Greene,,37,18,483,25
2014,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,432,26
2014,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,78,39,494,27
2014,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,95,51,533,28
2014,NYS Noncustodial Parent EITC,Lewis,Lewis,,18,8,465,29
2014,NYS Noncustodial Parent EITC,Livingston,Livingston,,58,29,501,30
2014,NYS Noncustodial Parent EITC,Madison,Madison,,68,32,471,31
2014,NYS Noncustodial Parent EITC,Monroe,Monroe,,494,231,467,32
2014,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,49,24,490,33
2014,NYS Noncustodial Parent EITC,Nassau,Nassau,,181,92,506,34
2014,NYS Noncustodial Parent EITC,Niagara,Niagara,,165,89,539,35
2014,NYS Noncustodial Parent EITC,Oneida,Oneida,,205,100,487,36
2014,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,321,158,492,37
2014,NYS Noncustodial Parent EITC,Ontario,Ontario,,83,37,444,38
2014,NYS Noncustodial Parent EITC,Orange,Orange,,109,54,494,39
2014,NYS Noncustodial Parent EITC,Orleans,Orleans,,26,12,467,40
2014,NYS Noncustodial Parent EITC,Oswego,Oswego,,97,52,532,41
2014,NYS Noncustodial Parent EITC,Otsego,Otsego,,52,27,510,42
2014,NYS Noncustodial Parent EITC,Putnam,Putnam,,11,6,510,43
2014,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,101,50,494,44
2014,NYS Noncustodial Parent EITC,Rockland,Rockland,,54,27,496,45
2014,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,138,73,526,46
2014,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,127,63,493,47
2014,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,109,56,514,48
2014,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,18,6,345,49
2014,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,21,9,417,50
2014,NYS Noncustodial Parent EITC,Seneca,Seneca,,38,18,483,51
2014,NYS Noncustodial Parent EITC,Steuben,Steuben,,95,54,569,52
2014,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,303,143,474,53
2014,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,55,29,521,54
2014,NYS Noncustodial Parent EITC,Tioga,Tioga,,42,21,494,55
2014,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,68,34,504,56
2014,NYS Noncustodial Parent EITC,Ulster,Ulster,,101,58,578,57
2014,NYS Noncustodial Parent EITC,Warren,Warren,,85,44,515,58
2014,NYS Noncustodial Parent EITC,Washington,Washington,,57,30,522,59
2014,NYS Noncustodial Parent EITC,Wayne,Wayne,,79,38,486,60
2014,NYS Noncustodial Parent EITC,Westchester,Westchester,,152,72,475,61
2014,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,56,26,466,62
2014,NYS Noncustodial Parent EITC,Yates,Yates,,17,9,550,63
2014,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,d/,,,719,64
2014,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,8001,3980,497,65
2013,NYC EITC,New York City - Bronx,Bronx,,199044,23973,120,1
2013,NYC EITC,New York City - Kings,Kings,,305021,35435,116,2
2013,NYC EITC,New York City - Manhattan,Manhattan,,127167,12049,95,3
2013,NYC EITC,New York City - Queens,Queens,,249726,25579,102,4
2013,NYC EITC,New York City - Richmond,Richmond,,29591,3141,106,5
2013,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,6774,809,119,7
2013,NYC EITC,All Other *,Not Applicable,,9915,677,68,9
2013,NYC EITC,Grand Total,Grand Total,,927238,101664,110,65
2013,NYS EITC,New York City - Bronx,Bronx,,194772,138837,713,1
2013,NYS EITC,New York City - Kings,Kings,,296361,205342,693,2
2013,NYS EITC,New York City - Manhattan,Manhattan,,123645,70209,568,3
2013,NYS EITC,New York City - Queens,Queens,,242233,148002,611,4
2013,NYS EITC,New York City - Richmond,Richmond,,28749,18208,633,5
2013,NYS EITC,Albany,Albany,,19554,11963,612,7
2013,NYS EITC,Allegany,Allegany,,3568,2314,648,8
2013,NYS EITC,Broome,Broome,,15277,9765,639,9
2013,NYS EITC,Cattaraugus,Cattaraugus,,6531,4344,665,10
2013,NYS EITC,Cayuga,Cayuga,,5816,3668,631,11
2013,NYS EITC,Chautauqua,Chautauqua,,11008,7379,670,12
2013,NYS EITC,Chemung,Chemung,,7107,4696,661,13
2013,NYS EITC,Chenango,Chenango,,4026,2611,649,14
2013,NYS EITC,Clinton,Clinton,,5621,3375,600,15
2013,NYS EITC,Columbia,Columbia,,4086,2427,594,16
2013,NYS EITC,Cortland,Cortland,,3566,2313,649,17
2013,NYS EITC,Delaware,Delaware,,3447,2208,641,18
2013,NYS EITC,Dutchess,Dutchess,,14447,8524,590,19
2013,NYS EITC,Erie,Erie,,63861,41577,651,20
2013,NYS EITC,Essex,Essex,,2628,1570,598,21
2013,NYS EITC,Franklin,Franklin,,3910,2581,660,22
2013,NYS EITC,Fulton,Fulton,,4785,3136,655,23
2013,NYS EITC,Genesee,Genesee,,3992,2457,615,24
2013,NYS EITC,Greene,Greene,,3159,1910,605,25
2013,NYS EITC,Hamilton,Hamilton,,347,196,566,26
2013,NYS EITC,Herkimer,Herkimer,,4868,3162,649,27
2013,NYS EITC,Jefferson,Jefferson,,8433,5620,666,28
2013,NYS EITC,Lewis,Lewis,,2017,1311,650,29
2013,NYS EITC,Livingston,Livingston,,3883,2372,611,30
2013,NYS EITC,Madison,Madison,,4703,3062,651,31
2013,NYS EITC,Monroe,Monroe,,54436,35825,658,32
2013,NYS EITC,Montgomery,Montgomery,,4652,3097,666,33
2013,NYS EITC,Nassau,Nassau,,65986,40226,610,34
2013,NYS EITC,Niagara,Niagara,,15545,9734,626,35
2013,NYS EITC,Oneida,Oneida,,18523,12820,692,36
2013,NYS EITC,Onondaga,Onondaga,,34233,22694,663,37
2013,NYS EITC,Ontario,Ontario,,6845,4199,613,38
2013,NYS EITC,Orange,Orange,,23828,17305,726,39
2013,NYS EITC,Orleans,Orleans,,3125,2064,660,40
2013,NYS EITC,Oswego,Oswego,,9675,6206,641,41
2013,NYS EITC,Otsego,Otsego,,4087,2490,609,42
2013,NYS EITC,Putnam,Putnam,,3350,1655,494,43
2013,NYS EITC,Rensselaer,Rensselaer,,10262,6440,628,44
2013,NYS EITC,Rockland,Rockland,,18983,15522,818,45
2013,NYS EITC,St. Lawrence,St. Lawrence,,8004,5349,668,46
2013,NYS EITC,Saratoga,Saratoga,,10851,6197,571,47
2013,NYS EITC,Schenectady,Schenectady,,11961,7786,651,48
2013,NYS EITC,Schoharie,Schoharie,,2162,1294,598,49
2013,NYS EITC,Schuyler,Schuyler,,1350,837,620,50
2013,NYS EITC,Seneca,Seneca,,2480,1575,635,51
2013,NYS EITC,Steuben,Steuben,,7702,4990,648,52
2013,NYS EITC,Suffolk,Suffolk,,81512,50447,619,53
2013,NYS EITC,Sullivan,Sullivan,,5971,4064,681,54
2013,NYS EITC,Tioga,Tioga,,3703,2407,650,55
2013,NYS EITC,Tompkins,Tompkins,,4986,2804,562,56
2013,NYS EITC,Ulster,Ulster,,11574,6713,580,57
2013,NYS EITC,Warren,Warren,,4964,2988,602,58
2013,NYS EITC,Washington,Washington,,4729,2998,634,59
2013,NYS EITC,Wayne,Wayne,,6861,4368,637,60
2013,NYS EITC,Westchester,Westchester,,48937,30469,623,61
2013,NYS EITC,Wyoming,Wyoming,,2530,1550,613,62
2013,NYS EITC,Yates,Yates,,1731,1089,629,63
2013,NYS EITC,All Other *,Not Applicable,,35470,9453,266,64
2013,NYS EITC,Grand Total,Grand Total,,1627408,1042793,641,65
2013,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,432,204,472,1
2013,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,543,268,494,2
2013,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,268,132,492,3
2013,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,400,214,534,4
2013,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,66,33,493,5
2013,NYS Noncustodial Parent EITC,Albany,Albany,,178,88,493,7
2013,NYS Noncustodial Parent EITC,Allegany,Allegany,,53,25,467,8
2013,NYS Noncustodial Parent EITC,Broome,Broome,,213,114,536,9
2013,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,79,41,518,10
2013,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,85,47,548,11
2013,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,176,94,533,12
2013,NYS Noncustodial Parent EITC,Chemung,Chemung,,117,65,556,13
2013,NYS Noncustodial Parent EITC,Chenango,Chenango,,57,26,459,14
2013,NYS Noncustodial Parent EITC,Clinton,Clinton,,82,34,420,15
2013,NYS Noncustodial Parent EITC,Columbia,Columbia,,43,20,471,16
2013,NYS Noncustodial Parent EITC,Cortland,Cortland,,66,35,530,17
2013,NYS Noncustodial Parent EITC,Delaware,Delaware,,34,19,546,18
2013,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,96,42,438,19
2013,NYS Noncustodial Parent EITC,Erie,Erie,,557,269,483,20
2013,NYS Noncustodial Parent EITC,Essex,Essex,,32,18,562,21
2013,NYS Noncustodial Parent EITC,Franklin,Franklin,,39,19,484,22
2013,NYS Noncustodial Parent EITC,Fulton,Fulton,,51,22,432,23
2013,NYS Noncustodial Parent EITC,Genesee,Genesee,,44,18,416,24
2013,NYS Noncustodial Parent EITC,Greene,Greene,,35,22,620,25
2013,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,445,26
2013,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,53,28,528,27
2013,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,90,45,503,28
2013,NYS Noncustodial Parent EITC,Lewis,Lewis,,23,11,479,29
2013,NYS Noncustodial Parent EITC,Livingston,Livingston,,46,24,524,30
2013,NYS Noncustodial Parent EITC,Madison,Madison,,61,31,508,31
2013,NYS Noncustodial Parent EITC,Monroe,Monroe,,431,206,478,32
2013,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,48,25,522,33
2013,NYS Noncustodial Parent EITC,Nassau,Nassau,,124,57,459,34
2013,NYS Noncustodial Parent EITC,Niagara,Niagara,,185,101,545,35
2013,NYS Noncustodial Parent EITC,Oneida,Oneida,,172,77,450,36
2013,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,288,142,495,37
2013,NYS Noncustodial Parent EITC,Ontario,Ontario,,86,44,507,38
2013,NYS Noncustodial Parent EITC,Orange,Orange,,109,58,536,39
